Field Label,SQL_Column_Name
GHJ capsular recon posterior,ghj_capsular_recon_posterior
GHJ capsular recon posterior glenoid fixation,ghj_capsular_recon_posterior_glenoid_fixation
GHJ capsular recon posterior humeral fixation,ghj_capsular_recon_posterior_humeral_fixation
GHJ spanning fixation,ghj_spanning_fixation
GHJ arthrolysis techniques,ghj_arthrolysis_techniques
Glenoid articular cartilage techniques,glenoid_articular_cartilage_techniques
Humeral articular cartilage techniques,humeral_articular_cartilage_techniques
Labrum treatment non instability,labrum_treatment_non_instability
Labrum repair location,labrum_repair_location
Labrum repair fixation to bone,labrum_repair_fixation_to_bone
GHJ paralabral cyst treatment,ghj_paralabral_cyst_treatment
Capsule treatment non instability,capsule_treatment_non_instability
Capsulectomy location,capsulectomy_location
Capsulotomy location,capsulotomy_location
Capsule repair location,capsule_repair_location
GHJ biopsy tissue,ghj_biopsy_tissue
GHJ reduction native joint type,ghj_reduction_native_joint_type
GHJ reduction arthroplasty type,ghj_reduction_arthroplasty_type
GHJ extent of implant removal nonarthroplasty,ghj_extent_of_implant_removal_nonarthroplasty
GHJ implants nonarthroplasty removed,ghj_implants_nonarthroplasty_removed
GHJ implants nonarthroplasty retained,ghj_implants_nonarthroplasty_retained
GHJ extent of implant removal arthroplasty,ghj_extent_of_implant_removal_arthroplasty
GHJ implants arthroplasty removed,ghj_implants_arthroplasty_removed
GHJ implants arthroplasty retained,ghj_implants_arthroplasty_retained
GHJ treatment of infection,ghj_treatment_of_infection
GHJ treatment other,ghj_treatment_other
GHJ technique details,ghj_technique_details
GHJ implant details,ghj_implant_details
GHJ intraoperative complications,ghj_intraoperative_complications
Plexus treatment ,plexus_treatment
Supraclavicular plexus treatment,supraclavicular_plexus_treatment
Supraclavicular decompression neurolysis technique,supraclavicular_decompression_neurolysis_technique
Supraclavicular neurotisation donor,supraclavicular_neurotisation_donor
Supraclavicular neurotisation recipient,supraclavicular_neurotisation_recipient
Supraclavicular nerve graft donor,supraclavicular_nerve_graft_donor
Supraclavicular nerve graft recipient,supraclavicular_nerve_graft_recipient
Infraclavicular plexus treatment,infraclavicular_plexus_treatment
Infraclavicular decompression technique,infraclavicular_decompression_technique
Infraclavicular neurotisation donor,infraclavicular_neurotisation_donor
Infraclavicular neurotisation recipient,infraclavicular_neurotisation_recipient
Infraclavicular nerve graft donor,infraclavicular_nerve_graft_donor
Infraclavicular nerve graft recipient,infraclavicular_nerve_graft_recipient
Plexus other,plexus_other
Plexus technique details,plexus_technique_details
Plexus implant details,plexus_implant_details
Plexus intraoperative complications,plexus_intraoperative_complications
Peripheral nerve treatment location,peripheral_nerve_treatment_location
Axillary nerve treatment,axillary_nerve_treatment
Axillary nerve decompression technique,axillary_nerve_decompression_technique
Axillary neurotisation donor,axillary_neurotisation_donor
Axillary nerve graft donor,axillary_nerve_graft_donor
Long thoracic nerve treatment,long_thoracic_nerve_treatment
Long thoracic decompression technique,long_thoracic_decompression_technique
Long thoracic neurotisation donor,long_thoracic_neurotisation_donor
Long thoracic nerve graft donor,long_thoracic_nerve_graft_donor
Thoracodorsal nerve treatment,thoracodorsal_nerve_treatment
Thoracodorsal decompression technique,thoracodorsal_decompression_technique
Thoracodorsal neurotisation donor,thoracodorsal_neurotisation_donor
Thoracodorsal nerve graft donor,thoracodorsal_nerve_graft_donor
Radial nerve treatment,radial_nerve_treatment
Radial nerve decompression technique,radial_nerve_decompression_technique
Radial neurotisation donor,radial_neurotisation_donor
Radial nerve graft donor,radial_nerve_graft_donor
Musculocutaneous nerve treatment,musculocutaneous_nerve_treatment
Musculocutaneous nerve decompression technique,musculocutaneous_nerve_decompression_technique
Musculocutaneous neurotisation donor,musculocutaneous_neurotisation_donor
Musculocutaneous nerve graft donor,musculocutaneous_nerve_graft_donor
Suprascapular nerve treatment,suprascapular_nerve_treatment
Suprascapular nerve decompression technique,suprascapular_nerve_decompression_technique
Suprascapular neurotisation donor,suprascapular_neurotisation_donor
Suprascapular nerve graft donor,suprascapular_nerve_graft_donor
Peripheral nerves other,peripheral_nerves_other
Peripheral nerves technique details,peripheral_nerves_technique_details
Peripheral nerves implant details,peripheral_nerves_implant_details
Peripheral nerves intraoperative complications,peripheral_nerves_intraoperative_complications
Deltoid treatment,deltoid_treatment
Deltoid repair fixation,deltoid_repair_fixation
Deltoid recon graft,deltoid_recon_graft
Deltoid recon graft fixation,deltoid_recon_graft_fixation
Deltoid tendon transfer donor,deltoid_tendon_transfer_donor
Deltoid tendon transfer fixation,deltoid_tendon_transfer_fixation
Deltoid extent of implant removal ,deltoid_extent_of_implant_removal
Deltoid implants removed,deltoid_implants_removed
Deltoid implants retained,deltoid_implants_retained
Deltoid treatment of infection,deltoid_treatment_of_infection
Deltoid treatment other,deltoid_treatment_other
Deltoid technique details,deltoid_technique_details
Deltoid implant details,deltoid_implant_details
Deltoid intraoperative complications,deltoid_intraoperative_complications
Pec minor treatment,pec_minor_treatment
Pec minor repair fixation,pec_minor_repair_fixation
Pec minor recon graft,pec_minor_recon_graft
Pec minor recon graft fixation,pec_minor_recon_graft_fixation
Pec minor extent of implant removal ,pec_minor_extent_of_implant_removal
Pec minor implants removed,pec_minor_implants_removed
Pec minor implants retained,pec_minor_implants_retained
Pec minor treatment of infection,pec_minor_treatment_of_infection
Pec minor treatment other,pec_minor_treatment_other
Pec minor technique details,pec_minor_technique_details
Pec minor implant details,pec_minor_implant_details
Pec minor intraoperative complications,pec_minor_intraoperative_complications
Pec major treatment,pec_major_treatment
Pec major repair outcome,pec_major_repair_outcome
Pec major repair fixation points,pec_major_repair_fixation_points
Pec major repair fixation,pec_major_repair_fixation
Pec major recon graft,pec_major_recon_graft
Pec major recon fixation points,pec_major_recon_fixation_points
Pec major recon graft fixation,pec_major_recon_graft_fixation
Pec major extent of implant removal ,pec_major_extent_of_implant_removal
Pec major implants removed,pec_major_implants_removed
Pec major implants retained,pec_major_implants_retained
Pec major treatment of infection,pec_major_treatment_of_infection
Pec major treatment other,pec_major_treatment_other
Pec major technique details,pec_major_technique_details
Pec major implant details,pec_major_implant_details
Pec major intraoperative complications,pec_major_intraoperative_complications
Lat dorsi treatment,lat_dorsi_treatment
Lat dorsi repair fixation,lat_dorsi_repair_fixation
Lat dorsi recon graft,lat_dorsi_recon_graft
Lat dorsi recon graft fixation,lat_dorsi_recon_graft_fixation
Lat dorsi extent of implant removal,lat_dorsi_extent_of_implant_removal
Lat dorsi implants removed,lat_dorsi_implants_removed
Lat dorsi implants retained,lat_dorsi_implants_retained
Lat dorsi treatment of infection,lat_dorsi_treatment_of_infection
Lat dorsi treatment other,lat_dorsi_treatment_other
Lat dorsi technique details,lat_dorsi_technique_details
Lat dorsi implant details,lat_dorsi_implant_details
Lat dorsi intraoperative complications,lat_dorsi_intraoperative_complications
Teres major treatment,teres_major_treatment
Teres major repair fixation,teres_major_repair_fixation
Teres major recon graft,teres_major_recon_graft
Teres major recon graft fixation,teres_major_recon_graft_fixation
Teres major extent of implant removal,teres_major_extent_of_implant_removal
Teres major implants removed,teres_major_implants_removed
Teres major implants retained,teres_major_implants_retained
Teres major treatment of infection,teres_major_treatment_of_infection
Teres major treatment other,teres_major_treatment_other
Teres major technique details,teres_major_technique_details
Teres major implant details,teres_major_implant_details
Teres major intraoperative complications,teres_major_intraoperative_complications
Proximal humerus treatment,proximal_humerus_treatment
Proximal humerus reduction type,proximal_humerus_reduction_type
Proximal humerus fixation type,proximal_humerus_fixation_type
Proximal humerus recon bone graft type,proximal_humerus_recon_bone_graft_type
Proximal humerus recon bone graft fixation,proximal_humerus_recon_bone_graft_fixation
Proximal humerus osteotomy location,proximal_humerus_osteotomy_location
Proximal humerus osteotomy type,proximal_humerus_osteotomy_type
Proximal humerus extent of implant removal,proximal_humerus_extent_of_implant_removal
Proximal humerus implants removed,proximal_humerus_implants_removed
Proximal humerus implants retained,proximal_humerus_implants_retained
Proximal humerus treatment of infection,proximal_humerus_treatment_of_infection
Proximal humerus treatment other,proximal_humerus_treatment_other
Proximal humerus technique details,proximal_humerus_technique_details
Proximal humerus implant details,proximal_humerus_implant_details
Proximal humerus intraoperative complications,proximal_humerus_intraoperative_complications
Humerus diaphysis treatment,humerus_diaphysis_treatment
Humerus diaphysis reduction type,humerus_diaphysis_reduction_type
Humerus diaphysis fixation type,humerus_diaphysis_fixation_type
Humerus diaphysis recon bone graft type,humerus_diaphysis_recon_bone_graft_type
Humerus diaphysis recon bone graft fixation,humerus_diaphysis_recon_bone_graft_fixation
Humerus diaphysis osteotomy location,humerus_diaphysis_osteotomy_location
Humerus diaphysis osteotomy type,humerus_diaphysis_osteotomy_type
Humerus diaphysis extent of implant removal,humerus_diaphysis_extent_of_implant_removal
Humerus diaphysis implants removed,humerus_diaphysis_implants_removed
Humerus diaphysis implants retained,humerus_diaphysis_implants_retained
Humerus diaphysis treatment of infection,humerus_diaphysis_treatment_of_infection
Humerus diaphysis treatment other,humerus_diaphysis_treatment_other
Humerus diaphysis technique details,humerus_diaphysis_technique_details
Humerus diaphysis implant details,humerus_diaphysis_implant_details
Humerus diaphysis intraoperative complications,humerus_diaphysis_intraoperative_complications
Fascia treatment,fascia_treatment
Fasciotomy treatment location,fasciotomy_treatment_location
Fasciectomy treatment location,fasciectomy_treatment_location
Fascia treatment of infection,fascia_treatment_of_infection
Fascia other,fascia_other
Fascia technique details,fascia_technique_details
Fascia implant details,fascia_implant_details
Fascia treatment intraoperative complications ,fascia_treatment_intraoperative_complications
Other treatment,other_treatment
Closure details,closure_details
Sling,sling
PROMS trigger,proms_trigger
Observations,observations
Analgesia,analgesia
DVT prophyllaxis,dvt_prophyllaxis
DVT prophyllaxis duration,dvt_prophyllaxis_duration
Antibiotics,antibiotics
Antibiotic duration,antibiotic_duration
Imaging,imaging
Imaging other,imaging_other
Blood tests,blood_tests
Drains,drains
Dressings,dressings
Discharge,discharge
Rehabilitation early,rehabilitation_early
Rehabilitation ongoing,rehabilitation_ongoing
Post op instructions other,post_op_instructions_other
Outcome,outcome
Follow up interval,follow_up_interval
Investigations required prior to next appointment,investigations_required_prior_to_next_appointment
Further investigations other,further_investigations_other
Patient ID,patient_id_1
First Name,first_name_1
Last name,last_name_1
Date of Birth,date_of_birth_1
Email address,email_address_1
Encounter date,encounter_date_1
Encounter type,encounter_type_1
Encounter background info diagnosis,encounter_background_info_diagnosis_1
add in background information section here,add_in_background_information_section_here
Affected side,affected_side_1
Selected locations to record data about,selected_locations_to_record_data_about_1
DOCUMENT BUILDER GOES HERE,document_builder_goes_here
Distal humerus diagnosis,distal_humerus_diagnosis
Dist humerus fracture sequelae deformity subtypes ,dist_humerus_fracture_sequelae_deformity_subtypes
Distal humerus fracture classification adult AO ,distal_humerus_fracture_classification_adult_ao
Distal humerus fracture paediatric AO,distal_humerus_fracture_paediatric_ao
Distal humerus fracture classification other,distal_humerus_fracture_classification_other
Distal humerus fracture open or closed ,distal_humerus_fracture_open_or_closed
Distal humerus fracture open grade Gustilo,distal_humerus_fracture_open_grade_gustilo
Distal humerus deformity,distal_humerus_deformity
Distal humerus tumour pathology,distal_humerus_tumour_pathology
Distal humerus infection chronicity,distal_humerus_infection_chronicity
Distal humerus infection aetiology,distal_humerus_infection_aetiology
Distal humerus infection organism ,distal_humerus_infection_organism
Distal humerus bone loss extraarticular,distal_humerus_bone_loss_extraarticular
Distal humerus sequelae non arthroplasty implants,distal_humerus_sequelae_non_arthroplasty_implants
Distal humerus other,distal_humerus_other
Ulnohumeral and radiocapitellar joint diagnosis,ulnohumeral_and_radiocapitellar_joint_diagnosis
UH RC synovial fluid volume,uh_rc_synovial_fluid_volume
UH RC synovial fluid type,uh_rc_synovial_fluid_type
UH RC synovium anterior compartment,uh_rc_synovium_anterior_compartment
UH RC anterior compartment loose bodies,uh_rc_anterior_compartment_loose_bodies
UH RC anterior loose bodies type,uh_rc_anterior_loose_bodies_type
UH RC instability ,uh_rc_instability
UH RC instability direction signs,uh_rc_instability_direction_signs
UH RC synovium posterior compartment,uh_rc_synovium_posterior_compartment
UH RC posterior compartment loose bodies,uh_rc_posterior_compartment_loose_bodies
UH RC posterior loose bodies type,uh_rc_posterior_loose_bodies_type
UH RC capsule volume,uh_rc_capsule_volume
UH RC capsule quality,uh_rc_capsule_quality
UH RC instability tissues involved ,uh_rc_instability_tissues_involved
UH RC RCL ,uh_rc_rcl
UH RC LUCL,uh_rc_lucl
UH RC annular ligament ,uh_rc_annular_ligament
UH RC OCL,uh_rc_ocl
UH RC aMUCL ,uh_rc_amucl
UH RC pMUCL,uh_rc_pmucl
UH RC anterior capsule,uh_rc_anterior_capsule
UH RC posterior capsule,uh_rc_posterior_capsule
UH RC instability acute fracture ,uh_rc_instability_acute_fracture
UH RC instability attritional bone loss,uh_rc_instability_attritional_bone_loss
UH RC arthropathy type,uh_rc_arthropathy_type
UH RC arthropathy compartments involved,uh_rc_arthropathy_compartments_involved
UH RC arthropathy severity,uh_rc_arthropathy_severity
UH RC stiffness no arthropathy cause,uh_rc_stiffness_no_arthropathy_cause
UC RC stiffness extraarticular,uc_rc_stiffness_extraarticular
UH RC stiffness no arthropathy info,uh_rc_stiffness_no_arthropathy_info
UH RC impingement no arthropathy,uh_rc_impingement_no_arthropathy
UH RC localised articular cartilage locations,uh_rc_localised_articular_cartilage_locations
CLAC aetiology,clac_aetiology
CLAC location,clac_location
CLAC depth,clac_depth
OCD capitellum details,ocd_capitellum_details
TLAC aetiology,tlac_aetiology
TLAC location,tlac_location
TLAC depth,tlac_depth
RLAC aetiology,rlac_aetiology
RLAC location,rlac_location
RLAC depth,rlac_depth
ULAC aetiology,ulac_aetiology
ULAC location,ulac_location
ULAC depth,ulac_depth
UH RC complications of elbow arthroplasty,uh_rc_complications_of_elbow_arthroplasty
UH RC elbow arthroplasty loosening location,uh_rc_elbow_arthroplasty_loosening_location
UH RC periprosthetic acute fracture location,uh_rc_periprosthetic_acute_fracture_location
UH RC periprosthetic stress fracture location,uh_rc_periprosthetic_stress_fracture_location
RC plica,rc_plica
UH RC cyst,uh_rc_cyst
UH RC cyst location,uh_rc_cyst_location
UH RC septic arthritis chronicity,uh_rc_septic_arthritis_chronicity
UH RC septic arthritis pathogenesis,uh_rc_septic_arthritis_pathogenesis
UH RC septic arthritis organism,uh_rc_septic_arthritis_organism
UH RC sequelae non arthroplasty implants,uh_rc_sequelae_non_arthroplasty_implants
UH RC other,uh_rc_other
Capitellum arthrosis grade Outerbridge,capitellum_arthrosis_grade_outerbridge
Trochlea arthrosis grade Outerbridge,trochlea_arthrosis_grade_outerbridge
UH RC arthropathy bone pathology humerus,uh_rc_arthropathy_bone_pathology_humerus
UH RC complications elbow arthroplasty humerus,uh_rc_complications_elbow_arthroplasty_humerus
Radial head arthrosis grade Outerbridge,radial_head_arthrosis_grade_outerbridge
UH RC arthropathy bone pathology radius,uh_rc_arthropathy_bone_pathology_radius
UH RC complications elbow arthroplasty radius,uh_rc_complications_elbow_arthroplasty_radius
Greater sigmoid notch arthrosis grade Outerbridge,greater_sigmoid_notch_arthrosis_grade_outerbridge
UH RC arthropathy bone pathology ulna,uh_rc_arthropathy_bone_pathology_ulna
UH RC complications elbow arthroplasty ulna,uh_rc_complications_elbow_arthroplasty_ulna
Coronoid fossa ,coronoid_fossa
Coronoid process ,coronoid_process
Radial head ,radial_head
Olecranon fossa ,olecranon_fossa
Olecranon process ,olecranon_process
Lateral gutter ,lateral_gutter
Medial gutter,medial_gutter
PRUJ diagnosis,pruj_diagnosis
PRUJ stability instability,pruj_stability_instability
PRUJ instability direction,pruj_instability_direction
PRUJ instability pathology,pruj_instability_pathology
PRUJ instability soft tissue pathology,pruj_instability_soft_tissue_pathology
PRUJ annular ligament ,pruj_annular_ligament
PRUJ anterior capsule,pruj_anterior_capsule
PRUJ quadrate ligament,pruj_quadrate_ligament
PRUJ instability acute fracture pathology,pruj_instability_acute_fracture_pathology
PRUJ arthropathy type,pruj_arthropathy_type
PRUJ arthropathy severity,pruj_arthropathy_severity
PRUJ stiffness without arthropathy type,pruj_stiffness_without_arthropathy_type
PRUJ stiffness capsular aetiology,pruj_stiffness_capsular_aetiology
PRUJ stiffness capsular severity,pruj_stiffness_capsular_severity
PRUJ localised articular cartilage locations,pruj_localised_articular_cartilage_locations
RLAC PRUJ aetiology,rlac_pruj_aetiology
RLAC PRUJ depth,rlac_pruj_depth
ULAC PRUJ aetiology,ulac_pruj_aetiology
ULAC PRUJ depth,ulac_pruj_depth
Complications PRUJ arthroplasty subtypes,complications_pruj_arthroplasty_subtypes
PRUJ arthroplasty loosening location,pruj_arthroplasty_loosening_location
PRUJ periprosthetic fracture acute location ,pruj_periprosthetic_fracture_acute_location
PRUJ periprosthetic fracture stress location,pruj_periprosthetic_fracture_stress_location
PRUJ sequelae non arthroplasty implants,pruj_sequelae_non_arthroplasty_implants
PRUJ other,pruj_other
Radius PRUJ arthropathy grade Outerbridge,radius_pruj_arthropathy_grade_outerbridge
Radius PRUJ arthropathy bone loss,radius_pruj_arthropathy_bone_loss
Radius PRUJ bone defect arthroplasty,radius_pruj_bone_defect_arthroplasty
Ulna PRUJ arthropathy grade Outerbridge,ulna_pruj_arthropathy_grade_outerbridge
Ulna PRUJ arthropathy bone loss,ulna_pruj_arthropathy_bone_loss
Ulna PRUJ bone defect arthroplasty,ulna_pruj_bone_defect_arthroplasty
Lesser sigmoid notch morphology,lesser_sigmoid_notch_morphology
DRUJ diagnosis,druj_diagnosis
DRUJ synovial fluid volume,druj_synovial_fluid_volume
DRUJ synovial fluid type,druj_synovial_fluid_type
DRUJ synovium,druj_synovium
DRUJ loose bodies,druj_loose_bodies
DRUJ loose bodies details,druj_loose_bodies_details
DRUJ stability instability ,druj_stability_instability
DRUJ instability direction,druj_instability_direction
DRUJ instability pathology,druj_instability_pathology
DRUJ instability soft tissue pathology,druj_instability_soft_tissue_pathology
DRUJ distal oblique band,druj_distal_oblique_band
DRUJ TFC,druj_tfc
DRUJ instability acute fracture pathology,druj_instability_acute_fracture_pathology
DRUJ instability attritional bone loss,druj_instability_attritional_bone_loss
DRUJ arthropathy type,druj_arthropathy_type
DRUJ arthropathy severity,druj_arthropathy_severity
DRUJ stiffness without DRUJ arthropathy type,druj_stiffness_without_druj_arthropathy_type
DRUJ stiffness capsular severity,druj_stiffness_capsular_severity
DRUJ stiffness capsular aetiology,druj_stiffness_capsular_aetiology
DRUJ localised articular cartilage locations,druj_localised_articular_cartilage_locations
RLAC DRUJ aetiology,rlac_druj_aetiology
RLAC DRUJ depth,rlac_druj_depth
ULAC DRUJ aetiology,ulac_druj_aetiology
ULAC ULAC DRUJ depth,ulac_ulac_druj_depth
Complications DRUJ arthroplasty subtypes,complications_druj_arthroplasty_subtypes
DRUJ arthroplasty loosening location,druj_arthroplasty_loosening_location
DRUJ periprosthetic fracture acute location ,druj_periprosthetic_fracture_acute_location
DRUJ periprosthetic fracture stress location,druj_periprosthetic_fracture_stress_location
DRUJ septic arthritis chronicity,druj_septic_arthritis_chronicity
DRUJ septic arthritis pathogenesis,druj_septic_arthritis_pathogenesis
DRUJ septic arthritis organism,druj_septic_arthritis_organism
DRUJ sequelae non arthroplasty implants,druj_sequelae_non_arthroplasty_implants
DRUJ other,druj_other
Ulnar variance,ulnar_variance
Sigmoid notch morphology,sigmoid_notch_morphology
Radius DRUJ arthropathy grade Outerbridge ,radius_druj_arthropathy_grade_outerbridge
Radius DRUJ arthropathy bone loss,radius_druj_arthropathy_bone_loss
Radius DRUJ bone defect arthroplasty,radius_druj_bone_defect_arthroplasty
Ulna DRUJ arthropathy grade Outerbridge ,ulna_druj_arthropathy_grade_outerbridge
Ulna DRUJ arthropathy bone loss,ulna_druj_arthropathy_bone_loss
Ulna DRUJ bone defect arthroplasty,ulna_druj_bone_defect_arthroplasty
Forearm diagnosis,forearm_diagnosis
Forearm stability instability,forearm_stability_instability
Forearm instability direction,forearm_instability_direction
Forearm instability pathology,forearm_instability_pathology
Forearm instability soft tissue pathology,forearm_instability_soft_tissue_pathology
Forearm proximal oblique cord,forearm_proximal_oblique_cord
Forearm IOM,forearm_iom
Forearm sequelae related to non-arthroplasty implants,forearm_sequelae_related_to_non_arthroplasty_implants
Forearm other,forearm_other
Distal biceps diagnosis,distal_biceps_diagnosis
Distal biceps tend tear type,distal_biceps_tend_tear_type
Distal biceps tear avulsion dehiscence location,distal_biceps_tear_avulsion_dehiscence_location
Distal biceps sequelae non arthroplasty implants,distal_biceps_sequelae_non_arthroplasty_implants
Distal biceps other,distal_biceps_other
Distal triceps diagnosis,distal_triceps_diagnosis
Distal triceps tend tear type,distal_triceps_tend_tear_type
Distal triceps tear avulsion dehiscence chronicity,distal_triceps_tear_avulsion_dehiscence_chronicity
Distal triceps tear avulsion dehiscence location,distal_triceps_tear_avulsion_dehiscence_location
Distal triceps other,distal_triceps_other
CEO ECRB diagnosis,ceo_ecrb_diagnosis
CEO tear avulsion dehiscence chronicity,ceo_tear_avulsion_dehiscence_chronicity
CEO ECRB tear extent,ceo_ecrb_tear_extent
CEO ECRB MRI,ceo_ecrb_mri
CEO ECRB arthroscopy,ceo_ecrb_arthroscopy
CEO sequelae non arthroplasty implants,ceo_sequelae_non_arthroplasty_implants
CEO other,ceo_other
CFO diagnosis,cfo_diagnosis
CFO tear avulsion dehiscence chronicity,cfo_tear_avulsion_dehiscence_chronicity
CFO tear extent,cfo_tear_extent
CFO MRI,cfo_mri
CFO arthroscopy,cfo_arthroscopy
CFO sequelae non arthroplasty implants,cfo_sequelae_non_arthroplasty_implants
CFO other,cfo_other
Peripheral nerve around elbow diagnosis,peripheral_nerve_around_elbow_diagnosis
PN mechanical neuropathy aetiology location,pn_mechanical_neuropathy_aetiology_location_1
PN mechanical neuropathy grade Seddon,pn_mechanical_neuropathy_grade_seddon_1
Compressive lesion PN,compressive_lesion_pn_1
Olecranon diagnosis,olecranon_diagnosis
Olecranon fracture sequelae deformity subtype,olecranon_fracture_sequelae_deformity_subtype
Olecranon fracture UH RC instability,olecranon_fracture_uh_rc_instability
Olecranon fracture Mayo,olecranon_fracture_mayo
Olecranon fracture closed or open,olecranon_fracture_closed_or_open
Olecranon fracture open grade Gustilo,olecranon_fracture_open_grade_gustilo
Olecranon deformity,olecranon_deformity
Olecranon tumour classification,olecranon_tumour_classification
Olecranon infection chronicity,olecranon_infection_chronicity
Olecranon infection aetiology,olecranon_infection_aetiology
Olecranon infection organism,olecranon_infection_organism
Olecranon bone loss extraarticular,olecranon_bone_loss_extraarticular
Olecranon sequelae non arthroplasty implants,olecranon_sequelae_non_arthroplasty_implants
Olecranon other,olecranon_other
Olecranon bursa diagnosis,olecranon_bursa_diagnosis
Coronoid diagnosis,coronoid_diagnosis
Coronoid fracture sequelae deformity subtypes,coronoid_fracture_sequelae_deformity_subtypes
Coronoid fracture type O'Driscoll,coronoid_fracture_type_o_driscoll
Coronoid fracture type Wrightington,coronoid_fracture_type_wrightington
Coronoid fracture closed or open,coronoid_fracture_closed_or_open
Coronoid open grade Gustilo,coronoid_open_grade_gustilo
Coronoid deformity,coronoid_deformity
Coronoid sequelae non arthroplasty implants,coronoid_sequelae_non_arthroplasty_implants
Coronoid process arthroplasty complications,coronoid_process_arthroplasty_complications
Coronoid arthroplasty periprosthetic acute,coronoid_arthroplasty_periprosthetic_acute
Coronoid arthroplasty periprosthetic stress,coronoid_arthroplasty_periprosthetic_stress
Coronoid other,coronoid_other
Radial head neck diagnosis,radial_head_neck_diagnosis
RH RN fracture type AO,rh_rn_fracture_type_ao
RH RN fracture closed or open,rh_rn_fracture_closed_or_open
RH RN open grade Gustilo,rh_rn_open_grade_gustilo
RH RN deformity,rh_rn_deformity
RH RN tumour type,rh_rn_tumour_type
RH RN infection chronicity,rh_rn_infection_chronicity
RH RN infection aetiology,rh_rn_infection_aetiology
RH RN infection organism,rh_rn_infection_organism
RH RN bone loss extrarticular,rh_rn_bone_loss_extrarticular
RH RN sequelae non arthroplasty implants,rh_rn_sequelae_non_arthroplasty_implants
RH arthroplasty complications,rh_arthroplasty_complications
RH arthroplasty periprosthetic acute,rh_arthroplasty_periprosthetic_acute
RH periprosthetic stress,rh_periprosthetic_stress
RH other,rh_other
Radius diaphysis diagnosis,radius_diaphysis_diagnosis
Radius diaphysis fracture type AO,radius_diaphysis_fracture_type_ao
Radius diaphysis fracture closed or open,radius_diaphysis_fracture_closed_or_open
Radius diaphysis open grade Gustilo,radius_diaphysis_open_grade_gustilo
Radius diaphysis deformity,radius_diaphysis_deformity
Radius diaphysis tumour type,radius_diaphysis_tumour_type
Radius diaphysis infection chronicity,radius_diaphysis_infection_chronicity
Radius diaphysis infection aetiology,radius_diaphysis_infection_aetiology
Radius diaphysis infection organism,radius_diaphysis_infection_organism
Radius diaphysis bone loss extrarticular,radius_diaphysis_bone_loss_extrarticular
Radius diaphysis sequelae non arthroplasty implants,radius_diaphysis_sequelae_non_arthroplasty_implants
Radius diaphysis other,radius_diaphysis_other
Ulna diaphysis diagnosis,ulna_diaphysis_diagnosis
Ulna diaphysis fracture type AO,ulna_diaphysis_fracture_type_ao
Ulna diaphysis fracture closed or open,ulna_diaphysis_fracture_closed_or_open
Ulna diaphysis open grade Gustilo,ulna_diaphysis_open_grade_gustilo
Ulna diaphysis deformity,ulna_diaphysis_deformity
Ulna diaphysis tumour type,ulna_diaphysis_tumour_type
Ulna diaphysis infection chronicity ,ulna_diaphysis_infection_chronicity
Ulna diaphysis infection aetiology,ulna_diaphysis_infection_aetiology
Ulna diaphysis infection organism,ulna_diaphysis_infection_organism
Ulna diaphysis bone loss extraarticular,ulna_diaphysis_bone_loss_extraarticular
Ulna diaphysis sequelae non arthroplasty implants,ulna_diaphysis_sequelae_non_arthroplasty_implants
Ulna diaphysis other,ulna_diaphysis_other
Fascia diagnosis,fascia_diagnosis_1
Compartment syndrome type,compartment_syndrome_type_1
Compartments involved,compartments_involved_1
Fascia infection chronicity,fascia_infection_chronicity_1
Fascia infection aetiology,fascia_infection_aetiology_1
Fascia infection organism,fascia_infection_organism_1
Fascia other ,fascia_other_1
Infection diagnosis,infection_diagnosis_1
Surgical site infection chronicity,surgical_site_infection_chronicity_1
Surgical site infection aetiology,surgical_site_infection_aetiology_1
Surgical site infection organism,surgical_site_infection_organism_1
Infection other location,infection_other_location_1
Infection other chronicity,infection_other_chronicity_1
Infection other aetiology,infection_other_aetiology_1
Infection other organism,infection_other_organism_1
Other pathology diagnosis,other_pathology_diagnosis_1
Record history for the encounter,record_history_for_the_encounter_1
Symptoms,symptoms_1
Record ID,record_id
Patient Hospital/Clinic Numbers,patient_hospital_clinic_numbers
Sex,sex
Backup Email,backup_email
Mobile,mobile
Body Region,body_region
Insurance Type,insurance_type
Today's Date,today_s_date
Surname,surname
First Name,first_name_2
Date of Birth,date_of_birth_2
Email,email
Mobile Number,mobile_number
Main Sport,main_sport
Main Sport Grade,main_sport_grade
How much pain in your shoulder do you have during your usual daily activities? ,how_much_pain_in_your_shoulder_do_you_have_during_your_usual_da
Pain (Rowe),pain_rowe_
Is your night's sleep disturbed by your shoulder?,is_your_night_s_sleep_disturbed_by_your_shoulder_
Can you sleep on your affected shoulder comfortably ,can_you_sleep_on_your_affected_shoulder_comfortably
Can you wash your back / fasten your bra?,can_you_wash_your_back_fasten_your_bra_
Can you put on your coat unassisted?,can_you_put_on_your_coat_unassisted_
Can you comb / wash your hair?,can_you_comb_wash_your_hair_
Can you use toilet tissue?,can_you_use_toilet_tissue_
Can you reach a shelf over your head?,can_you_reach_a_shelf_over_your_head_
Can you lift 4 kilograms above the level of your shoulder?,can_you_lift_4_kilograms_above_the_level_of_your_shoulder_
Can you throw a ball overhand?,can_you_throw_a_ball_overhand_
